1.91554 0.0628441
2.85765 0.0586955
3.85743 0.050978
4.95303 0.043933
5.7546 0.0379079
6.68589 0.0331208
7.7679 0.0291398
8.58486 0.0258508
9.97418 0.0231096
10.4856 0.0209254
11.5883 0.0189713
12.8071 0.017317
13.4637 0.0158679
14.8797 0.0146065
15.6426 0.0135816
16.4446 0.0125816
17.2878 0.0118122
18.1741 0.011001
19.106 0.0103183
20.0855 0.00979562
21.1153 0.00910841
22.198 0.00866146
23.3361 0.00823899
24.5325 0.00780873
25.7903 0.00740089
27.1126 0.00671083
28.5027 0.00643687
29.9641 0.00616672
31.5004 0.0056452
33.1155 0.00519156
34.8133 0.00497198
36.5982 0.00458577
38.4747 0.00433709
40.4473 0.00404898
42.5211 0.00376166
44.7012 0.00353159
46.9931 0.00334619
49.4024 0.0030285
51.9354 0.00288461
54.5982 0.00269858
57.3975 0.00250141
60.3403 0.00231729
63.434 0.00216401
66.6863 0.00202044
70.1054 0.00185316
73.6998 0.00174727
77.4785 0.0016188
81.4509 0.00148317
85.6269 0.00143213
90.0171 0.00129093
94.6324 0.00123147
99.4843 0.00112875
104.585 0.00107342
109.947 0.000998531
115.584 0.000921892
121.51 0.000851613
127.74 0.000788648
134.29 0.000730931
141.175 0.000675598
148.413 0.000632668
156.022 0.000574155
164.022 0.000552213
172.431 0.000507851
181.272 0.000451247
190.566 0.000451247
200.337 0.000399253
210.608 0.00038542
221.406 0.000365704
232.758 0.000321342
244.692 0.000297174
257.238 0.00027873
270.426 0.000261558
284.291 0.000229439
298.867 0.000215288
314.191 0.000213698
330.3 0.000184919
347.234 0.000175538
365.037 0.000160592
383.753 0.000149462
403.429 0.000142307
424.113 0.000131335
445.858 0.000113686
468.717 0.000112573
492.749 9.6355e-05
518.013 9.238e-05
544.572 9.1903e-05
572.493 7.7752e-05
601.845 7.807e-05
632.702 6.9961e-05
665.142 5.8831e-05
699.244 5.5333e-05
735.095 5.422e-05
772.784 4.9768e-05
812.406 4.5633e-05
854.059 4.3248e-05
897.847 3.7047e-05
943.881 3.6888e-05
992.275 2.8143e-05
1043.15 2.9574e-05
1096.63 2.6871e-05
1152.86 2.5281e-05
1211.97 2.4804e-05
1274.11 2.2737e-05
1339.43 1.8285e-05
1408.1 1.4787e-05
1480.3 1.6218e-05
1556.2 1.3515e-05
1635.98 1.1766e-05
1719.86 1.113e-05
1808.04 9.381e-06
1900.74 1.0335e-05
1998.2 8.427e-06
2100.65 7.632e-06
2208.35 9.699e-06
2321.57 6.678e-06
2440.6 6.36e-06
2565.73 5.406e-06
2697.28 4.611e-06
2835.57 3.975e-06
2980.96 3.498e-06
3133.79 3.657e-06
3294.47 3.18e-06
3463.38 3.18e-06
3640.95 2.385e-06
3827.63 2.067e-06
4023.87 1.431e-06
4230.18 9.54e-07
4447.07 1.431e-06
4675.07 3.021e-06
4914.77 1.113e-06
5166.75 1.431e-06
5431.66 1.272e-06
5710.15 7.95e-07
6002.91 6.36e-07
6310.69 7.95e-07
6634.24 3.18e-07
6974.39 7.95e-07
7331.97 4.77e-07
7707.89 3.18e-07
8103.08 1.59e-07
8518.54 0
8955.29 3.18e-07
9414.44 0
9897.13 1.59e-07
10404.6 0
10938 3.18e-07
11498.8 0
12088.4 0
12708.2 0
13359.7 0
14044.7 0
14764.8 0
15521.8 0
16317.6 1.59e-07
17154.2 0
18033.7 0
18958.4 0
19930.4 0
20952.2 0
22026.5 0
23155.8 0
24343 0
25591.1 0
26903.2 0
28282.5 0
29732.6 0
31257 0
32859.6 0
34544.4 0
36315.5 0
38177.4 0
40134.8 0
