fit_x,fit_y
3.68,1.0341954073197976
3.681,1.4549775262093707
3.682,1.9327764059520045
3.683,2.4647190917452604
3.6839999999999997,3.0484650520834955
3.6849999999999996,3.682053090374458
3.6859999999999995,4.363804519459355
3.6869999999999994,5.092258307374627
3.6879999999999993,5.866125670180899
3.688999999999999,6.684257137585754
3.689999999999999,7.545617965883843
3.690999999999999,8.44926933597723
3.691999999999999,9.394353679771829
3.6929999999999987,10.380083026879458
3.6939999999999986,11.405729608791862
3.6949999999999985,12.470618182102035
3.6959999999999984,13.574119682375251
3.6969999999999983,14.715645923070142
3.697999999999998,15.894645125893659
3.698999999999998,17.110598120363438
3.699999999999998,18.363015087679496
3.700999999999998,19.651432751548146
3.7019999999999977,20.975411939209867
3.7029999999999976,22.3345354515445
3.7039999999999975,23.7284061931082
3.7049999999999974,25.15664552224549
3.7059999999999973,26.61889178869327
3.706999999999997,28.114799031841873
3.707999999999997,29.644035817399676
3.708999999999997,31.20628419388843
3.709999999999997,32.80123875337537
3.7109999999999967,34.42860578327592
3.7119999999999966,36.088102498051725
3.7129999999999965,37.779456341272294
3.7139999999999964,39.5024043498719
3.7149999999999963,41.25669257357152
3.715999999999996,43.04207554338977
3.716999999999996,44.858315783971115
3.717999999999996,46.70518336514011
3.718999999999996,48.5824554886695
3.7199999999999958,50.48991610674382
