B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y
2121.0,0.649278355,2949.58,0.573436591,2907.0,0.582604944,5104.0,0.426840046,7242.0,0.31850105
2141.0,0.647020133,2977.3799999999997,0.570855335,2934.36,0.580011165,5152.0,0.423840378,7310.0,0.315476857
2161.0,0.644773476,3005.18,0.568290255,2961.72,0.57743293,5200.0,0.420865705,7378.0,0.312485225
2181.0,0.642537628,3032.9799999999996,0.565740553,2989.08,0.574870215,5248.0,0.417916214,7446.0,0.309525869
2201.0,0.640313109,3060.7799999999997,0.563206681,3016.44,0.57232299,5296.0,0.414991682,7514.0,0.306598873
2221.0,0.638099039,3088.58,0.560687676,3043.7999999999997,0.569791202,5344.0,0.41209188,7582.0,0.303704004
2241.0,0.635896782,3116.3799999999997,0.558185339,3071.16,0.567274755,5392.0,0.4092167,7650.0,0.300840426
2261.0,0.633705851,3144.18,0.555697161,3098.52,0.5647739,5440.0,0.406366805,7718.0,0.298006903
2281.0,0.631526529,3171.9799999999996,0.553225084,3125.88,0.562288074,5488.0,0.403542949,7786.0,0.295203744
2301.0,0.629358011,3199.7799999999997,0.550769782,3153.24,0.559816907,5536.0,0.400743626,7854.0,0.29243154
2321.0,0.627198667,3227.58,0.54833046,3180.6,0.557359865,5584.0,0.397968366,7922.0,0.289689536
2341.0,0.625049629,3255.3799999999997,0.545905048,3207.96,0.554916788,5632.0,0.395216735,7990.0,0.286977307
2361.0,0.622913305,3283.18,0.543495918,3235.3199999999997,0.552487116,5680.0,0.392488119,8058.0,0.284294043
2381.0,0.620786187,3310.9799999999996,0.541102189,3262.68,0.550071347,5728.0,0.389781317,8126.0,0.281638613
2401.0,0.618669142,3338.7799999999997,0.538720699,3290.04,0.547669671,5776.0,0.387096526,8194.0,0.279010633
2421.0,0.616564972,3366.58,0.536352306,3317.4,0.545282336,5824.0,0.384433732,8262.0,0.276410076
2441.0,0.61447224,3394.3799999999997,0.533998206,3344.7599999999998,0.542908645,5872.0,0.381793215,8330.0,0.273836589
2461.0,0.612389713,3422.18,0.531655415,3372.12,0.540548482,5920.0,0.37917514,8398.0,0.271289675
2481.0,0.610319796,3449.9799999999996,0.529324086,3399.48,0.53820154,5968.0,0.376578951,8466.0,0.268769091
2501.0,0.608260449,3477.7799999999997,0.527006729,3426.84,0.535867543,6016.0,0.374004398,8534.0,0.266274732
2521.0,0.606209908,3505.58,0.524704525,3454.2,0.53354609,6064.0,0.371451927,8602.0,0.263806549
