B5_x,B5_y,B4_x,B4_y,B3_x,B3_y,B2_x,B2_y,B1_x,B1_y
2.3281e-05,7.12e-07,1.5996e-05,3.36e-07,3.661e-05,1.003e-06,8.8716e-05,4.452e-06,0.000206063,9.736e-06
2.3952e-05,9.49e-07,1.6489e-05,5.61e-07,3.7755e-05,1.755e-06,9.1496e-05,3.021e-06,0.000212667,8.604e-06
2.4643e-05,1.304e-06,1.6998e-05,8.97e-07,3.8937e-05,1.254e-06,9.4363e-05,4.452e-06,0.000219483,7.472e-06
2.5354e-05,7.12e-07,1.7523e-05,4.49e-07,4.0155e-05,1.254e-06,9.732e-05,5.565e-06,0.000226517,1.3585e-05
2.6086e-05,9.49e-07,1.8063e-05,1.122e-06,4.1411e-05,2.382e-06,0.000100369,3.498e-06,0.000233776,1.1095e-05
2.6838e-05,1.186e-06,1.8621e-05,7.85e-07,4.2707e-05,1.755e-06,0.000103514,3.816e-06,0.000241268,1.1321e-05
2.7612e-05,1.067e-06,1.9196e-05,1.122e-06,4.4043e-05,2.131e-06,0.000106758,3.816e-06,0.000249,8.378e-06
2.8409e-05,8.3e-07,1.9788e-05,8.97e-07,4.5421e-05,1.881e-06,0.000110103,4.77e-06,0.00025698,1.0868e-05
2.9228e-05,1.186e-06,2.0399e-05,8.97e-07,4.6842e-05,1.504e-06,0.000113553,4.611e-06,0.000265216,1.0189e-05
3.0071e-05,1.423e-06,2.1028e-05,8.97e-07,4.8308e-05,3.009e-06,0.000117112,4.293e-06,0.000273716,1.3359e-05
3.0939e-05,1.067e-06,2.1677e-05,1.122e-06,4.982e-05,1.63e-06,0.000120781,5.406e-06,0.000282488,1.0642e-05
3.1831e-05,1.186e-06,2.2346e-05,7.85e-07,5.1378e-05,1.63e-06,0.000124566,5.883e-06,0.000291541,1.1774e-05
3.2749e-05,1.186e-06,2.3036e-05,1.346e-06,5.2986e-05,2.507e-06,0.000128469,5.088e-06,0.000300885,1.2906e-05
3.3694e-05,8.3e-07,2.3747e-05,1.234e-06,5.4644e-05,2.257e-06,0.000132495,5.406e-06,0.000310527,1.4717e-05
3.4666e-05,1.186e-06,2.4479e-05,1.009e-06,5.6353e-05,2.382e-06,0.000136647,5.247e-06,0.000320479,1.4491e-05
3.5666e-05,1.067e-06,2.5235e-05,1.234e-06,5.8117e-05,3.26e-06,0.000140929,5.406e-06,0.00033075,1.4491e-05
3.6694e-05,1.423e-06,2.6014e-05,4.49e-07,5.9935e-05,1.504e-06,0.000145345,5.247e-06,0.00034135,1.3812e-05
3.7753e-05,1.542e-06,2.6816e-05,8.97e-07,6.181e-05,2.131e-06,0.000149899,4.77e-06,0.00035229,1.5397e-05
3.8842e-05,1.186e-06,2.7644e-05,1.234e-06,6.3744e-05,3.26e-06,0.000154597,5.883e-06,0.00036358,1.5849e-05
3.9962e-05,1.423e-06,2.8497e-05,1.234e-06,6.5739e-05,2.633e-06,0.000159441,6.519e-06,0.000375232,1.8793e-05
4.1115e-05,1.542e-06,2.9376e-05,7.85e-07,6.7795e-05,2.633e-06,0.000164437,8.427e-06,0.000387258,1.4717e-05
4.2301e-05,1.423e-06,3.0283e-05,7.85e-07,6.9917e-05,2.633e-06,0.00016959,6.996e-06,0.000399669,1.7434e-05
4.3521e-05,1.542e-06,3.1218e-05,1.234e-06,7.2104e-05,2.006e-06,0.000174904,4.929e-06,0.000412477,1.6076e-05
4.4776e-05,1.186e-06,3.2181e-05,8.97e-07,7.436e-05,2.883e-06,0.000180385,7.791e-06,0.000425696,1.8793e-05
4.6068e-05,1.542e-06,3.3174e-05,1.234e-06,7.6687e-05,2.633e-06,0.000186037,7.473e-06,0.000439339,2.1736e-05
4.7397e-05,1.423e-06,3.4198e-05,1.346e-06,7.9086e-05,2.131e-06,0.000191867,8.427e-06,0.000453419,2.5359e-05
4.8764e-05,1.542e-06,3.5253e-05,1.794e-06,8.1561e-05,3.636e-06,0.000197879,9.222e-06,0.000467951,1.8566e-05
5.0171e-05,2.016e-06,3.6341e-05,1.122e-06,8.4112e-05,3.636e-06,0.00020408,7.632e-06,0.000482948,2.0831e-05
5.1618e-05,2.372e-06,3.7463e-05,1.57e-06,8.6744e-05,3.51e-06,0.000210475,8.745e-06,0.000498425,2.0378e-05
5.3107e-05,1.66e-06,3.8619e-05,1.122e-06,8.9458e-05,3.886e-06,0.00021707,1.0494e-05,0.000514399,2.0604e-05
5.4639e-05,1.542e-06,3.9811e-05,1.346e-06,9.2257e-05,3.761e-06,0.000223872,1.1766e-05,0.000530884,2.1057e-05
5.6215e-05,2.016e-06,4.1039e-05,1.458e-06,9.5144e-05,4.388e-06,0.000230887,8.586e-06,0.000547898,2.2642e-05
5.7836e-05,2.728e-06,4.2306e-05,1.794e-06,9.8121e-05,3.009e-06,0.000238122,9.54e-06,0.000565458,2.2189e-05
5.9505e-05,2.135e-06,4.3611e-05,1.907e-06,0.000101191,3.636e-06,0.000245584,1.0653e-05,0.000583579,2.6265e-05
6.1221e-05,2.728e-06,4.4957e-05,1.907e-06,0.000104357,3.26e-06,0.000253279,1.1607e-05,0.000602282,2.6491e-05
6.2987e-05,2.372e-06,4.6345e-05,1.682e-06,0.000107622,5.892e-06,0.000261216,8.427e-06,0.000621584,2.6491e-05
6.4804e-05,1.186e-06,4.7775e-05,2.692e-06,0.000110989,2.758e-06,0.000269401,1.1925e-05,0.000641505,2.6038e-05
6.6673e-05,1.779e-06,4.9249e-05,1.907e-06,0.000114462,3.385e-06,0.000277843,1.0494e-05,0.000662064,2.3548e-05
6.8596e-05,2.965e-06,5.0769e-05,2.243e-06,0.000118043,5.767e-06,0.00028655,1.1289e-05,0.000683282,2.8302e-05
7.0575e-05,3.083e-06,5.2336e-05,2.243e-06,0.000121736,5.265e-06,0.000295529,1.0812e-05,0.00070518,3.2604e-05
7.2611e-05,2.49e-06,5.3951e-05,2.804e-06,0.000125545,5.391e-06,0.000304789,1.0494e-05,0.00072778,3.3057e-05
7.4705e-05,2.609e-06,5.5616e-05,2.58e-06,0.000129473,6.394e-06,0.00031434,1.3197e-05,0.000751104,3.5095e-05
7.686e-05,2.49e-06,5.7332e-05,2.131e-06,0.000133524,6.018e-06,0.00032419,1.3356e-05,0.000775175,2.8076e-05
7.9077e-05,2.016e-06,5.9102e-05,1.907e-06,0.000137702,6.645e-06,0.000334349,1.3515e-05,0.000800018,3.2831e-05
8.1358e-05,3.795e-06,6.0926e-05,2.58e-06,0.00014201,6.394e-06,0.000344826,1.431e-05,0.000825658,3.0793e-05
8.3705e-05,3.676e-06,6.2806e-05,2.804e-06,0.000146454,6.394e-06,0.000355631,1.4787e-05,0.000852119,3.6001e-05
8.6119e-05,3.202e-06,6.4744e-05,2.58e-06,0.000151036,5.516e-06,0.000366775,1.3674e-05,0.000879427,3.5548e-05
8.8603e-05,2.49e-06,6.6742e-05,2.916e-06,0.000155761,7.271e-06,0.000378268,1.6218e-05,0.000907612,4.0756e-05
9.1159e-05,3.083e-06,6.8802e-05,2.467e-06,0.000160635,6.394e-06,0.000390122,1.7013e-05,0.000936699,3.7359e-05
9.3789e-05,4.269e-06,7.0925e-05,2.355e-06,0.000165661,9.152e-06,0.000402346,1.9398e-05,0.000966718,4.2793e-05
9.6494e-05,3.202e-06,7.3114e-05,2.916e-06,0.000170844,7.397e-06,0.000414954,1.7013e-05,0.0009977,3.7812e-05
9.9277e-05,3.321e-06,7.537e-05,2.916e-06,0.000176189,7.271e-06,0.000427957,1.7331e-05,0.001029675,4.2567e-05
0.000102141,3.676e-06,7.7696e-05,2.467e-06,0.000181702,8.149e-06,0.000441367,1.6695e-05,0.001062674,4.3925e-05
0.000105087,4.388e-06,8.0094e-05,3.028e-06,0.000187387,9.152e-06,0.000455198,1.8603e-05,0.001096731,4.7322e-05
0.000108118,3.321e-06,8.2566e-05,2.355e-06,0.00019325,6.645e-06,0.000469462,1.8126e-05,0.001131879,4.5058e-05
0.000111237,3.676e-06,8.5114e-05,3.701e-06,0.000199297,7.271e-06,0.000484172,1.9398e-05,0.001168154,4.9133e-05
0.000114446,4.388e-06,8.774e-05,3.477e-06,0.000205532,7.773e-06,0.000499344,2.3532e-05,0.001205591,4.7322e-05
0.000117747,4.744e-06,9.0448e-05,3.14e-06,0.000211963,6.77e-06,0.000514991,2.3055e-05,0.001244228,5.6378e-05
0.000121143,3.083e-06,9.324e-05,3.365e-06,0.000218595,7.146e-06,0.000531129,2.0034e-05,0.001284103,5.185e-05
0.000124638,3.321e-06,9.6117e-05,4.262e-06,0.000225434,1.0782e-05,0.000547772,1.9398e-05,0.001325257,4.8454e-05
0.000128233,5.692e-06,9.9083e-05,5.608e-06,0.000232488,8.65e-06,0.000564937,2.3055e-05,0.001367729,5.4114e-05
0.000131932,3.913e-06,0.000102141,2.804e-06,0.000239762,8.776e-06,0.00058264,1.9716e-05,0.001411562,5.5473e-05
0.000135738,5.218e-06,0.000105293,2.804e-06,0.000247263,1.0155e-05,0.000600897,2.1942e-05,0.0014568,6.4303e-05
0.000139653,4.862e-06,0.000108543,3.14e-06,0.000255,1.0656e-05,0.000619726,2.4645e-05,0.001503488,5.1397e-05
0.000143681,4.744e-06,0.000111892,4.823e-06,0.000262978,1.0531e-05,0.000639146,2.7825e-05,0.001551672,5.7058e-05
0.000147826,6.522e-06,0.000115345,4.262e-06,0.000271206,1.0782e-05,0.000659174,2.4168e-05,0.001601401,7.0869e-05
0.00015209,4.506e-06,0.000118905,4.038e-06,0.000279692,1.2662e-05,0.000679829,2.6235e-05,0.001652723,7.0643e-05
0.000156477,4.388e-06,0.000122574,5.383e-06,0.000288443,1.3414e-05,0.000701132,2.7666e-05,0.00170569,6.6115e-05
0.00016099,8.301e-06,0.000126357,6.729e-06,0.000297468,1.3665e-05,0.000723103,2.8938e-05,0.001760354,7.019e-05
0.000165634,7.115e-06,0.000130257,4.935e-06,0.000306775,1.3289e-05,0.000745762,3.1641e-05,0.00181677,7.8341e-05
0.000170412,6.167e-06,0.000134276,4.598e-06,0.000316373,1.1659e-05,0.00076913,3.5457e-05,0.001874995,7.7662e-05
0.000175327,5.692e-06,0.00013842,6.281e-06,0.000326272,1.2537e-05,0.000793232,3.4344e-05,0.001935085,6.8152e-05
0.000180385,6.167e-06,0.000142692,5.047e-06,0.000336481,1.3414e-05,0.000818088,2.7666e-05,0.001997101,7.4266e-05
0.000185588,6.285e-06,0.000147096,6.169e-06,0.000347008,1.2913e-05,0.000843723,3.4026e-05,0.002061104,9.1247e-05
0.000190941,7.946e-06,0.000151635,6.281e-06,0.000357866,1.2286e-05,0.000870162,3.816e-05,0.002127159,8.5134e-05
0.000196449,7.946e-06,0.000156315,7.29e-06,0.000369063,1.4668e-05,0.000897429,3.18e-05,0.002195331,9.5549e-05
0.000202116,7.59e-06,0.000161139,6.056e-06,0.00038061,1.6047e-05,0.00092555,3.7047e-05,0.002265687,9.1474e-05
0.000207946,8.301e-06,0.000166112,6.729e-06,0.000392518,1.4919e-05,0.000954553,3.8319e-05,0.002338299,8.8077e-05
0.000213944,9.131e-06,0.000171238,6.842e-06,0.0004048,1.5796e-05,0.000984464,4.1658e-05,0.002413237,9.6228e-05
0.000220115,8.301e-06,0.000176522,6.617e-06,0.000417465,1.8429e-05,0.001015313,4.1658e-05,0.002490577,0.000102795
0.000226464,7.708e-06,0.00018197,6.169e-06,0.000430527,1.6674e-05,0.001047129,4.6269e-05,0.002570396,0.000100757
0.000232997,9.606e-06,0.000187586,8.636e-06,0.000443997,1.9934e-05,0.001079941,4.0068e-05,0.002652772,0.000106191
0.000239718,7.353e-06,0.000193375,8.3e-06,0.000457889,1.6549e-05,0.001113782,4.2294e-05,0.002737789,0.000113889
0.000246632,9.131e-06,0.000199343,7.178e-06,0.000472215,1.9056e-05,0.001148682,4.7542e-05,0.002825531,0.000111851
0.000253746,8.894e-06,0.000205494,9.421e-06,0.00048699,1.8429e-05,0.001184677,4.8973e-05,0.002916084,0.000112983
0.000261066,9.606e-06,0.000211836,6.617e-06,0.000502227,2.0937e-05,0.0012218,4.4838e-05,0.003009539,0.000117285
0.000268596,9.606e-06,0.000218374,7.066e-06,0.000517941,2.056e-05,0.001260085,5.1517e-05,0.00310599,0.000133135
0.000276344,1.0436e-05,0.000225113,9.645e-06,0.000534146,2.1062e-05,0.001299571,5.1517e-05,0.003205531,0.000129286
0.000284315,1.1503e-05,0.00023206,8.86e-06,0.000550858,2.1939e-05,0.001340294,5.7082e-05,0.003308263,0.000139248
0.000292516,1.1266e-05,0.000239221,9.421e-06,0.000568094,2.1062e-05,0.001382293,5.7718e-05,0.003414287,0.000151022
0.000300954,1.008e-05,0.000246604,1.3234e-05,0.000585868,2.7205e-05,0.001425608,5.8831e-05,0.003523709,0.000138795
0.000309635,1.2689e-05,0.000254214,1.0206e-05,0.000604199,2.5199e-05,0.00147028,6.376e-05,0.003636637,0.000147399
0.000318566,1.4112e-05,0.00026206,1.0543e-05,0.000623103,2.3319e-05,0.001516352,5.422e-05,0.003753185,0.000152154
0.000327756,1.2096e-05,0.000270147,1.1889e-05,0.000642599,2.8709e-05,0.001563868,6.0739e-05,0.003873468,0.000159173
0.00033721,1.3164e-05,0.000278484,1.0767e-05,0.000662705,2.6077e-05,0.001612872,6.5986e-05,0.003997606,0.000152607
0.000346937,1.2926e-05,0.000287078,1.0655e-05,0.000683439,2.4948e-05,0.001663413,5.7877e-05,0.004125722,0.000154192
0.000356944,1.4824e-05,0.000295937,1.0879e-05,0.000704823,2.9587e-05,0.001715537,7.0756e-05,0.004257945,0.000175928
0.00036724,1.1622e-05,0.00030507,1.2337e-05,0.000726875,2.896e-05,0.001769294,6.7894e-05,0.004394404,0.000182947
0.000377833,1.2333e-05,0.000314485,1.2674e-05,0.000749618,3.1467e-05,0.001824736,8.0296e-05,0.004535237,0.000177966
0.000388732,1.3756e-05,0.00032419,1.4356e-05,0.000773072,3.1342e-05,0.001881915,8.6338e-05,0.004680584,0.000188608
0.000399945,1.4112e-05,0.000334195,1.2337e-05,0.00079726,3.2721e-05,0.001940886,7.648e-05,0.004830588,0.000178645
0.000411481,1.3638e-05,0.000344509,1.3907e-05,0.000822205,2.9462e-05,0.002001705,8.2045e-05,0.0049854,0.000193136
0.00042335,1.684e-05,0.00035514,1.4692e-05,0.00084793,3.9616e-05,0.002064429,8.3476e-05,0.005145173,0.000195853
0.000435562,1.4705e-05,0.0003661,1.2449e-05,0.00087446,3.41e-05,0.002129119,8.0614e-05,0.005310067,0.000200155
0.000448126,1.5891e-05,0.000377398,1.5253e-05,0.00090182,3.8613e-05,0.002195837,8.5702e-05,0.005480245,0.000223929
0.000461052,1.3756e-05,0.000389045,1.6487e-05,0.000930037,3.6733e-05,0.002264644,9.397e-05,0.005655878,0.000224608
0.000474351,1.7196e-05,0.000401051,1.3907e-05,0.000959136,3.6858e-05,0.002335608,9.6991e-05,0.005837139,0.000226646
0.000488034,1.9805e-05,0.000413428,1.5253e-05,0.000989145,3.7987e-05,0.002408796,9.7627e-05,0.006024209,0.000222344
0.000502111,1.6603e-05,0.000426187,1.4805e-05,0.001020094,4.1748e-05,0.002484277,0.000101443,0.006217274,0.000234797
0.000516595,1.5061e-05,0.000439339,1.8394e-05,0.00105201,4.2751e-05,0.002562123,0.000105259,0.006416527,0.000244986
0.000531496,2.0872e-05,0.000452898,1.9403e-05,0.001084926,4.1748e-05,0.002642409,0.000111142,0.006622165,0.000244307
0.000546827,2.016e-05,0.000466874,2.1983e-05,0.001118871,4.6762e-05,0.00272521,0.000115117,0.006834394,0.000260156
0.0005626,1.7789e-05,0.000481282,2.2655e-05,0.001153878,4.4631e-05,0.002810606,0.000114004,0.007053424,0.000264685
0.000578829,2.3125e-05,0.000496135,2.0076e-05,0.001189981,4.7515e-05,0.002898678,0.000110506,0.007279474,0.00025993
0.000595525,2.2058e-05,0.000511446,1.9291e-05,0.001227213,5.3407e-05,0.00298951,0.000118456,0.007512768,0.000276006
0.000612703,2.2176e-05,0.00052723,2.2095e-05,0.00126561,4.9395e-05,0.003083188,0.000115594,0.007753539,0.000280081
0.000630376,2.099e-05,0.000543501,2.1534e-05,0.001305209,4.7891e-05,0.003179801,0.000122113,0.008002027,0.000310874
0.00064856,2.2651e-05,0.000560273,2.2543e-05,0.001346046,5.4535e-05,0.003279442,0.000121636,0.008258478,0.000314044
0.000667268,2.4904e-05,0.000577564,2.5347e-05,0.001388162,5.3031e-05,0.003382206,0.000136741,0.008523147,0.000326044
0.000686515,2.5497e-05,0.000595388,2.4674e-05,0.001431594,5.3658e-05,0.003488189,0.000139762,0.008796299,0.000327403
0.000706318,2.7276e-05,0.000613762,2.1534e-05,0.001476386,5.3532e-05,0.003597493,0.000132925,0.009078205,0.000350724
0.000726691,2.5971e-05,0.000632703,2.3665e-05,0.00152258,5.955e-05,0.003710223,0.000147554,0.009369146,0.000358649
0.000747653,2.7987e-05,0.000652229,2.6693e-05,0.001570218,6.2057e-05,0.003826485,0.00014183,0.009669411,0.000348913
0.000769219,2.5853e-05,0.000672357,2.8263e-05,0.001619347,6.469e-05,0.00394639,0.000154073,0.009979298,0.000361139
0.000791407,3.0478e-05,0.000693107,2.8824e-05,0.001670014,6.795e-05,0.004070052,0.000150575,0.010299117,0.000391932
0.000814235,2.6327e-05,0.000714496,2.8488e-05,0.001722265,6.9203e-05,0.00419759,0.00016409,0.010629186,0.00039397
0.000837722,2.8224e-05,0.000736546,3.017e-05,0.001776151,7.1209e-05,0.004329124,0.000172358,0.010969833,0.000400989
0.000861886,2.7513e-05,0.000759277,2.703e-05,0.001831724,7.6349e-05,0.004464779,0.000167588,0.011321396,0.000416612
0.000886748,3.1782e-05,0.000782708,3.3198e-05,0.001889035,7.7352e-05,0.004604686,0.000175697,0.011684227,0.000409367
0.000912326,3.2138e-05,0.000806863,3.1404e-05,0.001948139,7.3215e-05,0.004748976,0.000193982,0.012058686,0.00040031
0.000938642,3.2731e-05,0.000831764,3.0394e-05,0.002009093,7.6349e-05,0.004897788,0.000188099,0.012445146,0.000453745
0.000965717,3.3087e-05,0.000857433,3.2525e-05,0.002071953,7.9107e-05,0.005051263,0.000187622,0.012843991,0.000423858
0.000993574,3.617e-05,0.000883894,3.7011e-05,0.002136781,8.4874e-05,0.005209547,0.000196685,0.013255619,0.000468009
0.001022233,3.8186e-05,0.000911171,3.3198e-05,0.002203637,8.3245e-05,0.005372792,0.000201137,0.013680438,0.000464613
0.00105172,3.6763e-05,0.000939291,3.6338e-05,0.002272584,9.177e-05,0.005541151,0.000212267,0.014118872,0.000494953
0.001082057,3.5458e-05,0.000968278,3.9367e-05,0.002343689,9.1268e-05,0.005714786,0.000230552,0.014571357,0.000496312
0.001113269,4.1981e-05,0.00099816,4.2507e-05,0.002417019,9.4402e-05,0.005893863,0.000225782,0.015038343,0.000519633
0.001145381,4.2337e-05,0.001028964,3.7011e-05,0.002492643,9.4026e-05,0.00607855,0.00022769,0.015520296,0.000522124
0.00117842,4.1862e-05,0.001060718,3.8806e-05,0.002570633,0.000104306,0.006269025,0.000236595,0.016017694,0.000545218
0.001212411,3.9491e-05,0.001093453,4.5423e-05,0.002651063,0.000100796,0.006465468,0.000240729,0.016531033,0.000542728
0.001247384,4.5657e-05,0.001127197,4.5087e-05,0.002734009,0.000108444,0.006668068,0.00025011,0.017060824,0.000566955
0.001283364,4.7792e-05,0.001161984,3.8694e-05,0.002819551,0.000115966,0.006877015,0.000262989,0.017607593,0.000550879
0.001320383,4.7436e-05,0.001197843,4.7442e-05,0.00290777,0.00010556,0.007092511,0.00026442,0.018171886,0.000588238
0.00135847,5.0519e-05,0.00123481,4.7891e-05,0.002998748,0.000121482,0.007314759,0.000279684,0.018754263,0.000607937
0.001397655,4.8622e-05,0.001272917,5.1592e-05,0.003092573,0.000113082,0.007543971,0.000273006,0.019355304,0.000631711
0.001437971,5.2417e-05,0.0013122,5.3723e-05,0.003189334,0.00012261,0.007780366,0.000293835,0.019975608,0.000629673
0.001479449,5.0757e-05,0.001352695,5.0134e-05,0.003289122,0.000131261,0.008024168,0.000298923,0.020615791,0.000643937
0.001522124,5.6567e-05,0.001394441,5.0134e-05,0.003392032,0.000130383,0.00827561,0.000306078,0.021276491,0.000653447
0.00156603,5.7279e-05,0.001437474,5.5068e-05,0.003498163,0.000131261,0.008534931,0.000315936,0.021958365,0.000716392
0.001611202,5.7398e-05,0.001481836,5.4059e-05,0.003607613,0.000136902,0.008802378,0.000322614,0.022662092,0.000686504
0.001657677,5.6212e-05,0.001527566,6.1125e-05,0.003720489,0.000147684,0.009078205,0.000333904,0.023388372,0.000716392
0.001705493,5.8702e-05,0.001574708,6.1125e-05,0.003836896,0.000149439,0.009362676,0.000330247,0.024137929,0.000739034
0.001754688,6.2378e-05,0.001623305,6.6733e-05,0.003956945,0.00015997,0.009656061,0.000348214,0.024911507,0.000734505
0.001805303,6.3683e-05,0.001673401,6.4041e-05,0.00408075,0.000158466,0.009958639,0.000356641,0.025709877,0.000752845
0.001857377,6.8189e-05,0.001725043,6.4265e-05,0.004208429,0.000157713,0.010270699,0.000368089,0.026533834,0.000770053
0.001910953,6.3683e-05,0.001778279,7.6266e-05,0.004340103,0.000160471,0.010592537,0.000376516,0.027384196,0.000795639
0.001966075,6.8664e-05,0.001833158,7.2901e-05,0.004475896,0.00017025,0.010924461,0.000393529,0.028261812,0.000808092
0.002022786,7.3526e-05,0.001889731,7.6602e-05,0.004615938,0.000178148,0.011266785,0.000391303,0.029167553,0.000828017
0.002081134,7.6728e-05,0.00194805,7.3013e-05,0.004760362,0.000185671,0.011619836,0.00039655,0.030102322,0.000808771
0.002141164,7.0443e-05,0.002008168,8.0864e-05,0.004909305,0.000183414,0.01198395,0.000414835,0.031067049,0.000850885
0.002202926,8.0048e-05,0.002070141,7.9743e-05,0.005062908,0.000185671,0.012359474,0.000421195,0.032062693,0.000877603
0.00226647,8.1116e-05,0.002134027,7.9518e-05,0.005221316,0.00019896,0.012746766,0.000425489,0.033090246,0.000855187
0.002331847,8.1116e-05,0.002199885,8.5351e-05,0.005384681,0.000205353,0.013146193,0.000446477,0.034150731,0.000908169
0.002399109,8.4436e-05,0.002267775,9.2753e-05,0.005553158,0.000209992,0.013558136,0.000445046,0.035245202,0.000927188
0.002468312,8.4199e-05,0.00233776,8.9725e-05,0.005726905,0.000221651,0.013982988,0.00048098,0.036374749,0.000916773
0.00253951,8.835e-05,0.002409905,9.208e-05,0.005906089,0.000218642,0.014421154,0.000485273,0.037540495,0.000968623
0.002612763,9.0603e-05,0.002484277,9.2529e-05,0.006090879,0.000234188,0.014873049,0.000490043,0.038743602,0.000966133
0.002688128,9.2975e-05,0.002560944,9.6566e-05,0.006281451,0.000238451,0.015339104,0.000501173,0.039985267,0.00098334
0.002765668,9.6651e-05,0.002639976,0.000103744,0.006477986,0.000247477,0.015819764,0.000530271,0.041266725,0.00096885
0.002845444,0.00010009,0.002721448,0.000103295,0.00668067,0.000240582,0.016315485,0.000525342,0.042589251,0.001026134
0.002927521,0.000106968,0.002805434,0.000106436,0.006889695,0.000260265,0.016826741,0.000553962,0.043954162,0.001043795
0.003011966,0.000107561,0.002892011,0.000113838,0.00710526,0.000266784,0.017354016,0.000545853,0.045362815,0.001086814
0.003098846,0.000110052,0.002981261,0.000114623,0.00732757,0.000269793,0.017897814,0.000572406,0.046816614,0.001068248
0.003188233,0.000111119,0.003073265,0.00011552,0.007556836,0.000283709,0.018458653,0.000598641,0.048317004,0.001084324
0.003280198,0.000120132,0.003168108,0.000119558,0.007793275,0.000276813,0.019037065,0.00060516,0.04986548,0.001112626
0.003374815,0.000118472,0.003265878,0.000120007,0.008037112,0.000285464,0.019633603,0.000614701,0.051463581,0.001117155
0.003472162,0.000119657,0.003366666,0.000135708,0.008288577,0.000294866,0.020248833,0.00062758,0.053112898,0.001152023
0.003572317,0.000130805,0.003470564,0.000142438,0.008547911,0.000309409,0.020883342,0.000647137,0.054815073,0.001152929
0.003675361,0.000125468,0.003577668,0.000140419,0.008815359,0.000306902,0.021537734,0.000656995,0.0565718,0.00116108
0.003781377,0.000129738,0.003688077,0.000143896,0.009091175,0.000325456,0.022212631,0.000678778,0.058384827,0.001181231
0.003890451,0.000139581,0.003801894,0.000144344,0.00937562,0.000330471,0.022908677,0.000685138,0.060255959,0.001208175
0.004002672,0.000148238,0.003919223,0.000145802,0.009668965,0.000348273,0.023626533,0.000710897,0.062187056,0.001224025
0.00411813,0.000140648,0.004040173,0.000149279,0.009971489,0.000357801,0.024366884,0.000700561,0.064180042,0.001232629
0.004236917,0.000144087,0.004164856,0.000161056,0.010283477,0.000363192,0.025130435,0.000727115,0.0662369,0.001233987
0.004359132,0.000146696,0.004293387,0.000163187,0.010605228,0.000369335,0.025917911,0.000756848,0.068359677,0.001228553
0.004484871,0.000147289,0.004425884,0.000160046,0.010937045,0.000392027,0.026730064,0.000763844,0.070550484,0.001267271
0.004614238,0.000157488,0.00456247,0.000171374,0.011279244,0.000388015,0.027567666,0.000786899,0.072811504,0.00127112
0.004747336,0.000165789,0.004703271,0.000177655,0.01163215,0.000404814,0.028431515,0.000792464,0.075144985,0.001279271
0.004884274,0.000170533,0.004848417,0.000184721,0.011996098,0.000412963,0.029322433,0.00082029,0.07755325,0.00131663
0.005025161,0.00016994,0.004998043,0.000182814,0.012371433,0.000409578,0.030241268,0.000834441,0.080038695,0.001360329
0.005170113,0.000172074,0.005152286,0.000186179,0.012758511,0.00044067,0.031188896,0.000850977,0.082603795,0.001352631
0.005319245,0.000182629,0.00531129,0.000197506,0.013157701,0.000450825,0.032166218,0.000859563,0.085251102,0.001355122
0.005472679,0.000189626,0.0054752,0.000209507,0.01356938,0.000471886,0.033174165,0.000895657,0.08798325,0.001375952
0.005630539,0.000197215,0.005644169,0.000208946,0.01399394,0.000463612,0.034213697,0.000886434,0.090802959,0.001405613
0.005792953,0.000198638,0.005818352,0.000212535,0.014431783,0.000478406,0.035285803,0.000911398,0.093713034,0.001444784
0.005960051,0.000191049,0.005997911,0.000225209,0.014883326,0.000494327,0.036391504,0.000936361,0.096716373,0.001427576
0.00613197,0.000208244,0.006183011,0.000222293,0.015348997,0.000496835,0.037531852,0.00090949,0.099815963,0.001468105
0.006308847,0.000211683,0.006373823,0.000221395,0.015829238,0.000519025,0.038707935,0.000943675,0.103014889,0.001479879
0.006490826,0.000223305,0.006570524,0.000238892,0.016324504,0.000526422,0.03992087,0.000971182,0.106316336,0.001497087
0.006678055,0.000222475,0.006773295,0.000247416,0.016835267,0.000545728,0.041171814,0.000967048,0.109723588,0.001526295
0.006870684,0.000229472,0.006982324,0.000253696,0.01736201,0.000564784,0.042461956,0.000999803,0.113240036,0.001535125
0.00706887,0.000228405,0.007197804,0.000260986,0.017905234,0.000568671,0.043792526,0.000996782,0.116869181,0.001540559
0.007272772,0.000239908,0.007419933,0.000259865,0.018465454,0.000577196,0.04516479,0.001032239,0.120614633,0.00157022
0.007482556,0.000249039,0.007648918,0.00028824,0.019043203,0.000600514,0.046580055,0.001053068,0.12448012,0.001575881
0.007698392,0.000259001,0.007884969,0.000284203,0.019639028,0.000610669,0.048039668,0.001068968,0.12846949,0.00163158
0.007920453,0.000264575,0.008128305,0.000286894,0.020253496,0.000626215,0.049545019,0.001061177,0.132586712,0.001633618
0.008148919,0.000271334,0.008379151,0.000286109,0.020887189,0.000638501,0.051097541,0.00110697,0.136835883,0.001674373
0.008383975,0.000273706,0.008637737,0.000307082,0.021540709,0.000652041,0.052698712,0.001116828,0.141221233,0.0017106
0.008625812,0.000276789,0.008904304,0.000314933,0.022214677,0.000666584,0.054350057,0.001156737,0.145747126,0.001713544
0.008874625,0.000291139,0.009179098,0.000330747,0.022909732,0.00067724,0.056053147,0.001127163,0.150418066,0.001719204
