0	 1.000000000
1	 0.999933552
21	 0.994704695
41	 0.989412663
61	 0.984227915
81	 0.979140220
101	 0.974143156
121	 0.969230605
141	 0.964396634
161	 0.959635211
181	 0.954941697
201	 0.950311589
221	 0.945744542
241	 0.941236771
261	 0.936783265
281	 0.932381036
301	 0.928029737
321	 0.923728932
341	 0.919475011
361	 0.915268764
381	 0.911107644
401	 0.906990823
421	 0.902915058
441	 0.898880304
461	 0.894884686
481	 0.890926207
501	 0.887005247
521	 0.883121034
541	 0.879273455
561	 0.875461497
581	 0.871684510
601	 0.867941529
621	 0.864231790
641	 0.860554741
661	 0.856910319
681	 0.853296048
701	 0.849712138
721	 0.846161005
741	 0.842639979
761	 0.839145492
781	 0.835679477
801	 0.832238935
821	 0.828824857
841	 0.825436743
861	 0.822075276
881	 0.818738756
901	 0.815426534
921	 0.812136269
941	 0.808869589
961	 0.805626572
981	 0.802405534
1001	 0.799206872
1021	 0.796032397
1041	 0.792879862
1061	 0.789747544
1081	 0.786636426
1101	 0.783548116
1121	 0.780481710
1141	 0.777436221
1161	 0.774412279
1181	 0.771408228
1201	 0.768423519
1221	 0.765458993
1241	 0.762514933
1261	 0.759590376
1281	 0.756685496
1301	 0.753797317
1321	 0.750929020
1341	 0.748078718
1361	 0.745246427
1381	 0.742432202
1401	 0.739634635
1421	 0.736854262
1441	 0.734091526
1461	 0.731346519
1481	 0.728619638
1501	 0.725909824
1521	 0.723216927
1541	 0.720541358
1561	 0.717881683
1581	 0.715237438
1601	 0.712608115
1621	 0.709992205
1641	 0.707392699
1661	 0.704807952
1681	 0.702238480
1701	 0.699683121
1721	 0.697143582
1741	 0.694620414
1761	 0.692112040
1781	 0.689619189
1801	 0.687140182
1821	 0.684676350
1841	 0.682227274
1861	 0.679791850
1881	 0.677371371
1901	 0.674962793
1921	 0.672565745
1941	 0.670180233
1961	 0.667807181
1981	 0.665447594
2001	 0.663099676
2021	 0.660764276
2041	 0.658441366
2061	 0.656131460
2081	 0.653834199
2101	 0.651549332
2121	 0.649278355
2141	 0.647020133
2161	 0.644773476
2181	 0.642537628
2201	 0.640313109
2221	 0.638099039
2241	 0.635896782
2261	 0.633705851
2281	 0.631526529
2301	 0.629358011
2321	 0.627198667
2341	 0.625049629
2361	 0.622913305
2381	 0.620786187
2401	 0.618669142
2421	 0.616564972
2441	 0.614472240
2461	 0.612389713
2481	 0.610319796
2501	 0.608260449
2521	 0.606209908
2541	 0.604168682
2561	 0.602139339
2581	 0.600121117
2601	 0.598112836
2621	 0.596114487
2641	 0.594125660
2661	 0.592146032
2681	 0.590177604
2701	 0.588218995
2721	 0.586269845
2741	 0.584330160
2761	 0.582400513
2781	 0.580481046
2801	 0.578568988
2821	 0.576664998
2841	 0.574769649
2861	 0.572883249
2881	 0.571007617
2901	 0.569142184
2921	 0.567285032
2941	 0.565436640
2961	 0.563598092
2981	 0.561768456
3001	 0.559946501
3021	 0.558132084
3041	 0.556326362
3061	 0.554529576
3081	 0.552739139
3101	 0.550956671
3121	 0.549183447
3141	 0.547418585
3161	 0.545661022
3181	 0.543912217
3201	 0.542172104
3221	 0.540439582
3241	 0.538715834
3261	 0.536999383
3281	 0.535290697
3301	 0.533588156
3321	 0.531891312
3341	 0.530201228
3361	 0.528517966
3381	 0.526844794
3401	 0.525179600
3421	 0.523521542
3441	 0.521871555
3461	 0.520229814
3481	 0.518595365
