Plot 1,Plot 2
1.0431438558334953,0.9735802606770416
1.3124541654816544,1.0191350679609774
1.3598858662034747,1.022337416549495
1.3232579170764946,1.0649560378864231
1.4906370567011968,1.0278630159574644
1.6388670306481194,1.031215592524259
1.6492220423484376,1.0976559317186916
1.4201049092841953,1.0185360956880358
1.3953772389920445,1.0706927614478692
1.2639705870265614,1.1666444624875332
1.2982405740249148,1.0794555347170982
1.230394336418928,1.0667894839048215
1.231655672206012,1.071208035876587
1.2257060544741991,0.991702077049719
1.2108953335717563,1.0352039881679191
1.2261185351274886,1.0568934057822827
1.286233766441834,1.0819968387652934
1.3300823712417713,1.017755607226034
1.4442240350790196,1.0587819670564036
1.502827467909454,1.0085905318491575
1.58788708146578,1.0329346108570399
1.4166513543150165,0.9802851823770438
1.2799259882390153,1.0054149052723806
1.2475610357146383,1.0888336238235499
1.2755812492228373,1.1196214797344037
1.2222226161049319,1.067697774206127
1.2883122080936968,1.1349786751357203
1.3117934136419775,1.1940256374156244
1.277389627552009,1.1203457810545354
1.3367777840475694,1.0793034562070623
1.1789285949117285,0.9842180842959586
1.1890233189174406,1.023276990817593
1.173407915917117,1.021080705644831
1.2061133124914925,1.0673136191853128
1.2270524953996127,1.038920410326833
1.3846762640863453,1.0216124923062995
1.4326067905451287,1.0651095485580946
1.4354374857484624,1.09734387088618
1.4123804393460082,1.1106805428731885
1.3562286370479733,1.0294709308942713
1.3743562116036523,1.08331601193504
1.4101104770434727,0.9662524089135658
1.4750637760589125,1.0228388725475408
1.554284250771337,1.0746744422094368
1.5386043396773839,1.1001320755395636
1.545538475126973,1.0832474811078605
1.3640657612064289,1.1298346385806073
1.3815704167843292,1.132618556099212
1.500573035255562,1.1151623969068498
1.635759852447754,1.2510366898605225
1.6771743549900326,1.2347143418021027
1.6014981783553421,1.1400661524604707
1.5029257108972454,1.0335700981477578
1.3900441374118546,1.0742130213621979
1.4179336068741448,1.1510716180150125
1.3776144239351524,1.0770904023523726
1.3573324123726138,1.0517206903203018
1.2404333166038268,1.0571898921936789
1.229245627691294,1.0522877738427783
1.2230279527296861,1.0204964828225929
1.3074626679165484,1.0045897758882463
1.345923023365035,1.007880851555729
1.3826419431950845,1.0920572655212883
1.3232394416448177,1.1226862446719448
1.2773506584617578,1.0399881213158
1.3716941882569798,1.03026073161357
1.5215104589943735,1.0629116582816531
1.6936269371668538,1.0611540500717205
1.5497485262647028,1.0302356174039011
1.3835980035923732,1.0722677790124182
1.2331415315084546,1.0210944922290142
1.2480331447872446,0.9877836944958746
1.2621779066274026,1.0600463626337
1.3007207137856835,0.9612346157407682
1.1884718248857027,0.973112258881643
1.2827043564909504,1.0258858809627962
1.314440354918085,1.0733674633386097
1.3435092347669273,1.03070442849255
1.279378230869234,1.0755817168347168
1.519262863155424,1.126585264069479
1.5068479315233834,1.0509948084103855
1.2934743658375962,1.0235970367568688
1.335827400375935,1.0422004986091054
1.352351951271657,1.050786496861249
1.3631131074920746,1.0396461399385937
1.413224260847362,1.0194836670064924
1.444175417147316,1.0675065289664958
1.4768185547239665,1.1206047383142035
1.3186264662223193,1.0585876967839583
1.2757755093771015,1.0534252461309206
1.2087193045984055,1.075448271318302
1.140920632828306,1.0518876436761624
1.1739635812314149,1.03958265988228
1.129934805082355,1.0599032113497155
1.1437924927816725,1.0821141613494396
1.13002084725295,1.156151984960908
1.08797648940973,1.0478773633560423
1.1112322187914376,1.0497658008559239
1.132864027409429,1.0626859856714774
1.0900593168801407,1.0561414537468123
1.3390736222083794,1.0955557978147754
1.3256476246958735,1.1551375536365767
1.3616987833981609,1.0550561957892537
1.3757036790336592,1.0432500664847786
1.209621778558251,1.0254249196010365
1.2165284975267006,1.0265963370831366
1.2378692468260288,1.080029744534713
1.2630388805636747,1.097416201749633
