Plot 1,Plot 2,theory1,theory2
2.0209586216305455,5.060034868251766,3.710171052026121,7.060171052026121
2.1279649032481562,4.935344208384783,3.750171052026121,7.1501710520261215
2.7483315120938676,4.605093639363111,3.790171052026121,7.240171052026121
4.708947163488298,4.608332619034981,3.830171052026121,7.330171052026121
6.167764585920517,4.675892701335993,3.870171052026121,7.420171052026121
6.5593606691292585,4.932749508028725,3.9101710520261213,7.510171052026121
6.732557797702468,5.16974285276133,3.9501710520261213,7.600171052026121
6.850035964157314,4.970922139836086,3.9901710520261213,7.6901710520261215
7.018912585592531,4.912256893854311,4.030171052026121,7.780171052026121
7.198392724323534,4.854901554898048,4.070171052026121,7.870171052026121
7.267184726445254,4.794198352024511,4.110171052026121,7.960171052026121
7.214083006328098,4.532136789089659,4.1501710520261215,8.050171052026121
6.993328905379079,4.821871693732681,4.1901710520261215,8.14017105202612
6.814448685211573,5.752986675787189,4.2301710520261215,8.23017105202612
6.656002165177425,6.434748886203251,4.270171052026122,8.32017105202612
6.242743798920018,6.868233286779009,4.310171052026122,8.41017105202612
6.130702452954208,7.218481407604613,4.350171052026122,8.50017105202612
5.95253564347576,7.9495370858365755,4.390171052026121,8.59017105202612
5.759985500002742,8.473909433087927,4.430171052026121,8.68017105202612
5.7636188137163336,8.876788203708536,4.470171052026121,8.77017105202612
5.873308887606782,9.159240860612899,4.510171052026121,8.860171052026121
5.953353447756284,9.898752033441445,4.550171052026121,8.950171052026121
6.221655025009387,10.577870978398922,4.590171052026121,9.040171052026121
6.2894058339202035,11.064678134569597,4.630171052026121,9.130171052026121
6.353941871627978,11.254521909724296,4.670171052026121,9.22017105202612
6.056010455986589,11.479189832848768,4.710171052026121,9.31017105202612
5.882827969959647,11.824967480445618,4.750171052026121,9.40017105202612
5.47305892763623,11.91671090090321,4.790171052026121,9.49017105202612
5.110898104450758,11.852430104122261,4.830171052026121,9.58017105202612
4.914330195709971,11.479019438741641,4.870171052026121,9.670171052026122
4.761037813705279,10.986673940029076,4.910171052026121,9.760171052026122
4.540597480115958,10.629940417881967,4.950171052026121,9.850171052026122
4.251787019086406,10.417598366194863,4.990171052026121,9.940171052026122
3.998315493205159,10.17877453671689,5.030171052026121,10.030171052026121
3.8357538155356257,9.797438126525952,5.070171052026121,10.120171052026121
4.007682842781436,9.477355971450253,5.110171052026121,10.210171052026121
4.155304525425228,9.662891236104308,5.1501710520261215,10.300171052026121
4.321280735165798,9.706458724669604,5.1901710520261215,10.39017105202612
4.350469704919849,9.696391068168822,5.2301710520261215,10.48017105202612
4.5086285701345945,9.625126827465008,5.270171052026122,10.57017105202612
4.713378066163124,9.384463784288993,5.310171052026122,10.66017105202612
4.831148162412403,9.233739858609646,5.350171052026122,10.75017105202612
4.642916558475809,8.9699075452269,5.390171052026122,10.840171052026122
4.400427321378136,8.622932555148246,5.430171052026122,10.930171052026122
4.256375692727461,8.597125541716347,5.470171052026122,11.020171052026122
4.455127104641367,8.842954190601542,5.510171052026122,11.110171052026121
4.911508474029546,8.936730608588343,5.550171052026122,11.200171052026121
5.489577910559554,8.9228777640671,5.590171052026122,11.290171052026121
5.697635886187812,9.042994265683083,5.630171052026122,11.380171052026121
5.632108687652248,9.233915384742854,5.670171052026121,11.47017105202612
5.185469276452913,9.565566807706956,5.710171052026121,11.56017105202612
4.838363532728624,10.215916533967414,5.750171052026121,11.65017105202612
4.599219999093315,10.995725705988585,5.790171052026121,11.74017105202612
4.53643288336898,11.64463553203323,5.830171052026121,11.83017105202612
4.7052841162513905,12.649803231645665,5.870171052026121,11.92017105202612
4.583622887506901,13.065033649221856,5.910171052026121,12.010171052026122
4.285472088081317,13.065219192964717,5.950171052026121,12.100171052026122
4.091443003045891,12.991337165072931,5.990171052026121,12.190171052026122
3.9441722044384306,12.837067990615266,6.030171052026121,12.280171052026121
3.9943254584533605,12.599857468910534,6.070171052026121,12.370171052026121
4.1127129126735955,12.135478328135619,6.110171052026121,12.460171052026121
4.112205122183459,11.729250301612801,6.1501710520261215,12.550171052026121
4.144370464549191,11.387701336350291,6.1901710520261215,12.64017105202612
4.055205545917003,11.157226314892418,6.2301710520261215,12.73017105202612
3.8974271949614363,10.939196566171415,6.270171052026122,12.82017105202612
3.9680203028470324,10.529071446831965,6.310171052026122,12.91017105202612
4.108208493159976,10.406321958762186,6.350171052026122,13.00017105202612
4.308312825942296,10.185831346784548,6.390171052026122,13.09017105202612
4.214747860365959,9.761532450633597,6.430171052026122,13.180171052026122
4.0884679849737795,9.493057388535233,6.470171052026122,13.270171052026122
4.120366711804257,9.383090699512215,6.510171052026122,13.360171052026121
4.089987103865698,9.082211075661489,6.550171052026122,13.450171052026121
4.074821238370593,8.923787917976448,6.590171052026122,13.540171052026121
3.96304267094365,8.700554957871926,6.630171052026122,13.630171052026121
4.164812004217315,8.518968503708464,6.670171052026121,13.72017105202612
4.36120600974967,8.42238717218198,6.710171052026121,13.81017105202612
4.178619868544167,8.411933763772927,6.750171052026121,13.90017105202612
3.884466275609328,8.291202049734292,6.790171052026121,13.99017105202612
3.7117969802355515,8.203922090335151,6.830171052026121,14.08017105202612
3.640040320325693,8.138187066998357,6.870171052026121,14.17017105202612
3.899921880283485,7.853089162685375,6.910171052026121,14.26017105202612
3.766394384841776,7.572592495883138,6.950171052026121,14.350171052026122
3.5117034030697853,7.98448091575339,6.990171052026121,14.440171052026122
3.747595425362498,8.786822415109645,7.030171052026121,14.530171052026121
3.7107457148827443,9.255452086339218,7.070171052026121,14.620171052026121
3.196892847931128,9.57314986480025,7.110171052026121,14.710171052026121
2.813468277385706,10.060516347798035,7.1501710520261215,14.800171052026121
2.8558832460777848,10.46849900609655,7.1901710520261215,14.89017105202612
3.377510384045128,10.81275236020172,7.2301710520261215,14.98017105202612
3.9213464405772642,11.399381038044009,7.270171052026122,15.07017105202612
4.159366116997848,12.286260058761034,7.310171052026122,15.16017105202612
4.225179288081435,13.08584483531267,7.350171052026122,15.25017105202612
4.232413533189495,13.626937359730231,7.390171052026122,15.34017105202612
4.13837700668095,14.152279489935045,7.430171052026122,15.43017105202612
3.9461022587527506,14.803970860370717,7.470171052026122,15.520171052026122
3.655890517745187,16.046684315683574,7.510171052026122,15.610171052026121
3.557229728196136,17.07666662625555,7.550171052026122,15.700171052026121
3.670786488705338,17.266074251247986,7.590171052026122,15.790171052026121
3.7679314877419587,17.075063018913912,7.630171052026122,15.880171052026121
3.831183537583335,16.768711515239552,7.670171052026122,15.97017105202612
3.624513085947912,16.446650689614145,7.710171052026121,16.06017105202612
3.295526623338776,16.584500700787526,7.750171052026121,16.15017105202612
3.254873818937329,16.948139087581634,7.790171052026121,16.24017105202612
3.521866406473339,17.185355263379083,7.830171052026121,16.33017105202612
3.666684565917823,17.30664512364349,7.870171052026121,16.42017105202612
3.7031831568994313,17.602100379280326,7.910171052026121,16.51017105202612
3.4923194458965887,18.1348572408035,7.950171052026121,16.60017105202612
3.32607878932863,18.578689085474846,7.990171052026121,16.69017105202612
3.367905536898441,18.511114508131776,8.030171052026121,16.78017105202612
3.570530690416138,18.296466342650344,8.07017105202612,16.87017105202612
3.8908219221327243,18.376320763226765,8.110171052026121,16.96017105202612
4.564832317061914,18.645456964691192,8.15017105202612,17.05017105202612
5.3854180279963435,18.6441500970433,8.190171052026122,17.14017105202612
5.4794063818845276,18.624438338352423,8.23017105202612,17.23017105202612
5.514774396514395,19.20328045770874,8.270171052026122,17.32017105202612
5.922469807236805,19.891615798803347,8.31017105202612,17.41017105202612
6.960443816049966,20.17629360487863,8.350171052026122,17.50017105202612
7.450520515633009,20.636619774062456,8.39017105202612,17.59017105202612
7.679906022253237,21.748853358912836,8.430171052026122,17.680171052026118
7.804175282143752,22.765393102010634,8.47017105202612,17.770171052026118
7.97464091244777,23.627461114666897,8.510171052026122,17.860171052026118
8.250155852814704,24.07223977860648,8.550171052026121,17.950171052026118
8.383902950486803,24.02657549719522,8.590171052026122,18.040171052026118
8.468479138592182,23.99700043797935,8.630171052026121,18.130171052026117
8.498360338454102,24.15250890421375,8.670171052026122,18.220171052026117
8.379321123269449,24.37345146635606,8.710171052026121,18.31017105202612
8.337632288212687,24.553653669395562,8.75017105202612,18.40017105202612
8.57853306788478,24.52608870833604,8.790171052026121,18.49017105202612
8.954869443304252,24.42656379183331,8.83017105202612,18.58017105202612
9.213780341763302,24.329291990860227,8.870171052026121,18.67017105202612
9.173548761760257,24.145352970169572,8.91017105202612,18.76017105202612
8.920631734617563,23.82111211889068,8.950171052026121,18.85017105202612
8.718428216034987,23.57197421556955,8.99017105202612,18.94017105202612
8.631383065405235,23.385109418145873,9.030171052026121,19.03017105202612
8.529075604043856,23.209250052756623,9.070171052026122,19.12017105202612
8.548457744341508,23.232212456477082,9.110171052026121,19.21017105202612
8.669922422113046,23.262088472935528,9.150171052026122,19.30017105202612
9.03393903043924,23.201681945483166,9.190171052026122,19.39017105202612
9.46254212880267,22.98058208935872,9.23017105202612,19.48017105202612
9.48040610700296,22.99650825101326,9.270171052026122,19.57017105202612
9.210615188903821,23.16027173737475,9.31017105202612,19.66017105202612
8.915881534595671,23.54791141580967,9.350171052026122,19.75017105202612
8.4294221409087,24.175851028056293,9.39017105202612,19.84017105202612
8.264116938396981,24.989436003012496,9.430171052026122,19.930171052026118
8.200101446112658,25.628273387143903,9.47017105202612,20.020171052026118
8.025534348599624,26.155682460290425,9.510171052026122,20.110171052026118
8.098778465667372,27.006988553763307,9.550171052026121,20.200171052026118
8.322194026590257,27.95222733075398,9.590171052026122,20.290171052026118
8.56216021633382,28.332210197962844,9.630171052026121,20.380171052026117
8.750606912967053,28.32015659299938,9.670171052026122,20.470171052026117
9.361009482491692,28.222678856948637,9.710171052026121,20.560171052026117
9.875105424938242,28.209088135426096,9.750171052026122,20.65017105202612
9.99437808452775,28.30605055046508,9.790171052026121,20.74017105202612
9.971182761765002,28.33218657601572,9.830171052026122,20.83017105202612
9.618969068963816,27.97274053361924,9.870171052026121,20.92017105202612
9.334764531102362,27.563891694261446,9.910171052026122,21.01017105202612
9.155355698059717,27.20468525339168,9.950171052026121,21.10017105202612
8.97431939827796,27.04624710955798,9.990171052026122,21.19017105202612
8.518408848188884,26.980050470286724,10.030171052026121,21.28017105202612
8.194721919232194,26.889571639916408,10.070171052026122,21.37017105202612
8.106184020488577,27.336603578452475,10.110171052026121,21.46017105202612
8.284551028103339,27.53696210970375,10.150171052026122,21.55017105202612
8.306917170120748,27.319949146319804,10.190171052026122,21.64017105202612
8.054319574517162,27.111447156226273,10.230171052026122,21.73017105202612
8.005038743218723,27.07652962732054,10.270171052026122,21.82017105202612
8.007633012888476,26.865699437052562,10.31017105202612,21.91017105202612
7.8124851842199,26.886721521809456,10.350171052026122,22.00017105202612
7.490388599927509,26.742131892133212,10.39017105202612,22.09017105202612
7.327358803254686,26.64708243354677,10.430171052026122,22.180171052026118
7.511264705497806,26.28211197256134,10.47017105202612,22.270171052026118
7.341315146757435,25.9072859824535,10.510171052026122,22.360171052026118
6.853709111403766,25.503149864311307,10.550171052026121,22.450171052026118
6.580837180749462,25.359540278077567,10.590171052026122,22.540171052026118
6.592256103046008,25.243619991322007,10.630171052026121,22.630171052026117
6.860247297536921,25.168545582656417,10.670171052026122,22.720171052026117
6.814469134973472,25.036338039455156,10.710171052026121,22.810171052026117
6.934429824998801,24.92295617466126,10.750171052026122,22.900171052026117
6.797172029721547,24.83057439153432,10.790171052026121,22.99017105202612
6.759427853109614,24.693312745621892,10.830171052026122,23.08017105202612
6.679424678757699,24.695292475929662,10.870171052026121,23.17017105202612
6.6018012404800075,24.953535182702627,10.910171052026122,23.26017105202612
6.374491406124011,25.1201237925313,10.950171052026121,23.35017105202612
6.197845315815393,25.003030684219397,10.990171052026122,23.44017105202612
5.816421579027761,24.731949461721253,11.030171052026121,23.53017105202612
5.330876547350586,24.905218761720263,11.070171052026122,23.62017105202612
5.029942520636602,25.00265293374266,11.110171052026121,23.71017105202612
4.96290877852367,24.834223558571466,11.150171052026122,23.80017105202612
4.749413290635417,24.91269140752596,11.190171052026122,23.89017105202612
4.681122869272104,25.435982489733583,11.230171052026122,23.98017105202612
4.569538375400088,26.11022735287464,11.270171052026122,24.07017105202612
4.440114557518252,27.054601049478155,11.31017105202612,24.16017105202612
3.9445437181554754,27.06444045458814,11.350171052026122,24.25017105202612
3.6489333168304525,26.78075529433195,11.39017105202612,24.34017105202612
3.456383605406774,26.422430404618815,11.430171052026122,24.430171052026118
3.4628694756979677,26.19889150960687,11.47017105202612,24.520171052026118
3.8471767742143936,25.995514149280655,11.510171052026122,24.610171052026118
4.0341421089177105,25.681414218273762,11.550171052026121,24.700171052026118
4.034193188886495,25.520827179999948,11.590171052026122,24.790171052026118
4.272309642065374,25.37369147602167,11.630171052026121,24.880171052026117
4.440867346748593,25.248855352088807,11.670171052026122,24.970171052026117
4.51154258198223,25.309040572790565,11.710171052026121,25.060171052026117
4.4296644307451745,25.58737751812465,11.750171052026122,25.150171052026117
4.394852580212539,25.83489534705423,11.790171052026121,25.24017105202612
4.309357291055398,25.929975462981353,11.830171052026122,25.33017105202612
4.3057842800035555,25.8981775275786,11.870171052026121,25.42017105202612
4.554664650738622,25.72093353294405,11.910171052026122,25.51017105202612
4.751981215666759,25.54462772061252,11.950171052026121,25.60017105202612
4.8315438663955135,25.538110601040657,11.990171052026122,25.69017105202612
4.737727784485008,25.444366305775617,12.030171052026121,25.78017105202612
5.283087216267473,25.38704969516378,12.070171052026122,25.87017105202612
6.733031373583876,25.33937279747568,12.110171052026121,25.96017105202612
8.092563342156405,25.164796086329854,12.150171052026122,26.05017105202612
8.33682670830732,24.868524706664083,12.190171052026122,26.14017105202612
8.215693749015863,24.70339597175,12.230171052026122,26.23017105202612
8.171696471515471,24.653855856630884,12.270171052026122,26.32017105202612
8.173209046476625,24.54467749097144,12.31017105202612,26.41017105202612
8.192755397911581,24.39037900472418,12.350171052026122,26.50017105202612
8.066795957471282,24.27622418535169,12.39017105202612,26.59017105202612
8.1050710577311,24.329937828113355,12.430171052026122,26.680171052026118
8.514829437303835,24.222281421261535,12.47017105202612,26.770171052026118
8.753758494285638,24.02553184198418,12.510171052026122,26.860171052026118
8.89870211416111,23.680538323669946,12.550171052026121,26.950171052026118
9.073213318236595,23.364287915826587,12.590171052026122,27.040171052026118
9.138986703343809,23.218791597557086,12.630171052026121,27.130171052026117
9.198459555194404,22.9445749149498,12.670171052026122,27.220171052026117
9.247734313630614,22.742993031387307,12.710171052026121,27.310171052026117
9.264937141972748,22.82793195495988,12.750171052026122,27.400171052026117
9.318565880780717,22.75183660923175,12.790171052026121,27.490171052026117
9.800591060420448,22.735886961042578,12.830171052026122,27.58017105202612
10.5777113221541,23.092787956727257,12.870171052026121,27.67017105202612
12.20785806958116,23.38214874053044,12.910171052026122,27.76017105202612
13.193698667712098,23.694673388661784,12.950171052026121,27.85017105202612
13.061166315713644,23.790371427798956,12.990171052026122,27.94017105202612
12.85524049484095,23.5341233305638,13.030171052026121,28.03017105202612
13.085000378477812,23.26665525288313,13.070171052026122,28.12017105202612
13.786800293724703,23.209411823152898,13.110171052026121,28.21017105202612
15.4350437430866,23.175879248968965,13.150171052026122,28.30017105202612
15.926817221700132,23.49239376415455,13.190171052026122,28.39017105202612
15.907801856532261,23.93417304928878,13.230171052026122,28.48017105202612
15.790423251155648,23.919419326445144,13.270171052026122,28.57017105202612
15.66791364039237,23.642594950134775,13.310171052026122,28.66017105202612
16.161544774852576,23.389832866574373,13.350171052026122,28.75017105202612
16.86882878832611,23.194121309635236,13.39017105202612,28.84017105202612
17.132992438256675,22.846181901043458,13.430171052026122,28.930171052026118
16.90364832513008,22.377713860376897,13.47017105202612,29.020171052026118
17.064714552463716,22.087170589713267,13.510171052026122,29.110171052026118
17.635099561516512,22.054884083293494,13.550171052026121,29.200171052026118
17.991849516236655,22.224426147512737,13.590171052026122,29.290171052026118
18.145077471023928,22.035440517528468,13.630171052026121,29.380171052026117
18.278151995584544,21.92253633086378,13.670171052026122,29.470171052026117
18.313552876483367,21.855465726065436,13.710171052026121,29.560171052026117
18.30637233874427,21.69362297205158,13.750171052026122,29.650171052026117
17.93267622791878,21.5133202127235,13.790171052026121,29.740171052026117
17.656709545577815,21.230728462553195,13.830171052026122,29.830171052026117
17.688318033126347,21.098027801642004,13.870171052026121,29.92017105202612
18.256131775269917,20.790238470494064,13.910171052026122,30.01017105202612
18.69856935067548,20.60037643617205,13.950171052026121,30.10017105202612
18.74628365320769,20.540418939983805,13.990171052026122,30.19017105202612
18.691662563170308,20.685806512561303,14.030171052026121,30.28017105202612
19.036057555891194,21.32133708006009,14.070171052026122,30.37017105202612
19.523198591732758,21.55878065921997,14.110171052026121,30.46017105202612
19.808103488922974,21.536351185158097,14.150171052026122,30.55017105202612
20.10018814777752,21.560567409427506,14.190171052026122,30.64017105202612
20.133545972345576,21.80153810949719,14.230171052026122,30.73017105202612
20.01872623411388,22.206311244847385,14.270171052026122,30.82017105202612
19.914900612198924,22.701143394080525,14.310171052026122,30.91017105202612
20.13867708210407,23.38895432907518,14.350171052026122,31.00017105202612
20.148332556956795,24.025760925849163,14.39017105202612,31.09017105202612
20.012459817996298,23.910065055582606,14.430171052026122,31.180171052026118
19.96924851964258,24.331859380138322,14.47017105202612,31.270171052026118
19.930671335872802,24.64937340522901,14.510171052026122,31.360171052026118
20.055906147140114,24.871114702329628,14.550171052026121,31.450171052026118
20.31954650217768,25.62474231169795,14.590171052026122,31.540171052026118
20.457264044340896,26.464075642980152,14.630171052026121,31.630171052026117
20.431849301268905,27.075834685422183,14.670171052026122,31.720171052026117
20.492422154524505,27.059559074437914,14.710171052026121,31.810171052026117
21.022050560309385,26.892302694501293,14.750171052026122,31.900171052026117
21.632744954468563,26.67248940736624,14.790171052026121,31.990171052026117
21.76295683174468,26.734620929509283,14.830171052026122,32.08017105202612
21.415908107361133,26.96406621684831,14.870171052026121,32.17017105202612
21.32819734231178,26.902791731864557,14.910171052026122,32.260171052026124
21.720652150217116,26.817495585733102,14.950171052026121,32.35017105202612
22.685196327410843,26.761692163591018,14.990171052026122,32.44017105202612
24.126311979139167,26.789271988517545,15.030171052026121,32.53017105202612
24.77185791217167,26.60233525427812,15.070171052026122,32.62017105202612
24.722239240242466,26.347538575678126,15.110171052026121,32.71017105202612
24.589014260021322,26.190615586372875,15.150171052026122,32.80017105202612
24.70657789010708,26.153097605790624,15.190171052026122,32.89017105202612
24.746370402576535,25.98544569571444,15.230171052026122,32.98017105202612
24.557685284250923,25.735558786741976,15.270171052026122,33.07017105202612
24.183473428489485,25.511667139698833,15.310171052026122,33.160171052026115
23.610869176906636,25.219299321758093,15.350171052026122,33.25017105202612
23.117531828241198,25.068646212674395,15.39017105202612,33.34017105202612
22.859687731865908,24.952439454049546,15.430171052026122,33.43017105202612
22.991272321931024,24.89302753794288,15.47017105202612,33.52017105202612
22.89631496793224,25.113513478891342,15.510171052026122,33.61017105202612
22.754511941320406,25.29316262882154,15.550171052026121,33.70017105202612
22.68649917036663,25.600610517234635,15.590171052026122,33.79017105202612
22.59630770105628,25.658844404029942,15.630171052026121,33.88017105202612
22.42431604589026,25.44262819174794,15.670171052026122,33.97017105202612
22.685925987901136,25.56416300847591,15.710171052026121,34.06017105202612
23.405378230543665,26.129982209282225,15.750171052026122,34.15017105202612
24.25664666159527,26.47148250283094,15.790171052026121,34.24017105202612
25.774183894933,26.540415984669057,15.830171052026122,34.33017105202612
26.80879712818983,26.916902991232206,15.870171052026121,34.42017105202612
26.60780875531396,27.01356306423538,15.910171052026122,34.51017105202612
26.286870952891938,26.991764586402184,15.950171052026121,34.60017105202612
26.204077782466005,27.0388503460776,15.990171052026122,34.690171052026116
26.542541518789587,26.943844579546706,16.03017105202612,34.78017105202612
26.695628250666406,26.99418702228499,16.070171052026122,34.870171052026116
26.840148731864748,26.789244350699036,16.11017105202612,34.96017105202612
27.59752900463514,26.49519777201361,16.15017105202612,35.050171052026116
28.488460764468613,26.521589439590507,16.19017105202612,35.14017105202612
28.57246078809671,26.653643686395466,16.230171052026122,35.230171052026115
28.455279424742102,26.925511013902867,16.27017105202612,35.32017105202612
28.359787145970923,26.928147558222715,16.31017105202612,35.410171052026115
28.506959195835513,26.88066184878047,16.35017105202612,35.50017105202612
28.630719533815988,26.748492288367654,16.39017105202612,35.59017105202612
28.51060685842508,26.4850515904934,16.43017105202612,35.68017105202612
28.439744244388105,26.31199118095167,16.47017105202612,35.77017105202612
28.421613396433745,26.195047826105494,16.51017105202612,35.86017105202612
28.22151916558214,25.907156852126477,16.55017105202612,35.95017105202612
28.14613297336311,25.761729571769983,16.590171052026122,36.04017105202612
28.072245220097493,25.494030641532518,16.63017105202612,36.13017105202612
27.752626758590853,25.138511567090575,16.67017105202612,36.22017105202612
27.736688203884523,24.9903129497819,16.71017105202612,36.31017105202612
27.717747002969443,24.5680823228107,16.750171052026122,36.40017105202612
27.926862343907604,24.05085464886513,16.79017105202612,36.49017105202612
27.952706434138644,23.583409231414155,16.83017105202612,36.58017105202612
27.95403347445486,23.297199211143408,16.87017105202612,36.67017105202612
27.987774086277394,22.979802372840773,16.910171052026122,36.76017105202612
27.91564922116878,22.773884354955158,16.95017105202612,36.85017105202612
27.758528341078794,22.585196025566226,16.99017105202612,36.940171052026116
27.420359765133806,22.465139775094887,17.03017105202612,37.03017105202612
27.214468568771093,22.29649283287509,17.07017105202612,37.120171052026116
27.29319498677814,21.855439752563594,17.11017105202612,37.21017105202612
27.693732344842356,21.430796450042333,17.15017105202612,37.300171052026116
27.81549410279079,21.073713811901275,17.19017105202612,37.39017105202612
27.785816893327333,21.03863546740256,17.23017105202612,37.480171052026115
27.73662689656571,21.256889544073267,17.27017105202612,37.57017105202612
27.475272730619764,21.44063148010425,17.31017105202612,37.660171052026115
27.218665586053987,21.35845726987578,17.35017105202612,37.75017105202612
26.809893294887466,21.271814233703502,17.39017105202612,37.840171052026115
26.52262400014572,21.54333953237424,17.430171052026118,37.93017105202612
26.413747259052037,22.36903968909295,17.47017105202612,38.02017105202612
26.14315509837845,23.288580547229447,17.51017105202612,38.11017105202612
25.887177305171765,23.288561844826734,17.55017105202612,38.20017105202612
25.76422223871496,23.279439202370295,17.59017105202612,38.29017105202612
25.66716455780154,23.21573796559779,17.63017105202612,38.38017105202612
25.496971187167116,23.052896796726507,17.67017105202612,38.47017105202612
25.5866267588254,22.93888727500413,17.71017105202612,38.56017105202612
25.833933352021024,22.96716952946323,17.75017105202612,38.65017105202612
25.862776522851096,22.868430501170355,17.79017105202612,38.74017105202612
25.695421916038153,22.57537368738016,17.83017105202612,38.83017105202612
25.599334242726904,22.419851770171054,17.87017105202612,38.92017105202612
25.891074158472872,22.342465740898366,17.91017105202612,39.01017105202612
26.411702464835454,22.19271768685608,17.95017105202612,39.10017105202612
27.26150700434437,22.231195548578974,17.99017105202612,39.190171052026116
27.315266959444255,22.22892515649674,18.03017105202612,39.28017105202612
27.408336998394585,22.50021461720984,18.07017105202612,39.370171052026116
27.529633083830003,22.989910168960265,18.11017105202612,39.46017105202612
27.77877531070677,23.25925356773758,18.15017105202612,39.550171052026116
28.260303553139682,23.44483127459995,18.19017105202612,39.64017105202612
28.713735368610276,23.784353487364154,18.23017105202612,39.730171052026115
