x,y
0.0030842237638863544,1017.215409997774
0.004601121375105631,958.3149979257965
0.00621087383898438,841.0605511787357
0.007974906725645003,724.5165498287695
0.009265519943024115,629.22090231609
0.010764996199886266,550.3583676159449
0.012507147736665803,484.6305597997751
0.013822540495963234,430.31940829944364
0.016059493918832286,385.0567617913016
0.016882934680876805,348.4076852936855
0.018658399325017616,317.33692080288625
0.02062079735555975,290.1356846187024
0.02167799340647374,264.9512465879265
0.023957904475761294,246.21653833861723
0.025186254867540583,227.23882371165251
0.026477560430795258,210.0240661811818
0.02783520238956875,196.98220797656515
0.02926223994656702,183.40635486563556
0.030762698368508458,174.5714478359712
0.03233979786876775,162.01250676402017
0.033997885735400746,153.814678874757
0.03574114824579455,144.89015356951143
0.03757361066666755,136.7502138237152
0.03949994230741304,129.48354922615593
0.041525134498761836,123.61254609822674
0.0436541785714447,111.42600843050437
0.04589238787752988,107.0028280137784
0.04824539779042312,101.68903696200184
0.05071900469419888,94.19840406605567
0.053319488004937805,85.58622708572011
0.05605312713872058,82.71147711616938
0.05892700656497153,75.9899516664461
0.06194837176378375,71.16913852093234
0.0651244682152503,66.78062907783364
0.06846350746347664,62.024050102209685
0.07197370105256831,58.45495197331988
0.07566390456930569,54.89111640292707
0.07954313461113798,49.995698751661756
0.08362153485019544,46.83615149874412
0.08790892693727093,44.00303765377257
0.09241609858716969,40.937442548139565
0.09715432054670317,37.51755343075284
0.10213550760535775,34.66710409896765
0.10737205758462606,32.48329710384616
0.11287717335934433,29.99039218759224
0.11866454083635504,28.007955445547022
0.12474865097584435,25.94224645434344
0.13114463878067337,24.16458515028431
0.13786844430704684,22.10057875153564
0.14493713468585065,20.489461945793238
0.15236826007997695,19.510471284219534
0.16018033671633025,17.60434164038077
0.16839300789649622,16.613123269358162
0.17702639995406674,15.278182437915518
0.1861025713506585,13.872057763744378
0.19564406357989442,12.682920758895003
0.2056750282420847,11.894790711516798
0.21622122704422694,11.124027107178684
0.22730681158663152,10.318546094873616
0.23896076378967057,9.41584705339314
0.25121206557371645,8.79436985112425
0.26409291907251614,7.742384407574552
0.277632306206442,7.212909110323749
0.2918672594293031,6.803218931332534
0.3068315909815337,6.167857861499507
0.32256394342363015,5.674848999010248
0.3391013492094017,5.23739108489076
0.35648728121940665,4.711398363115911
0.37476521233420346,4.341641716248967
0.39398022554103795,3.992703131671614
0.41418062404053063,3.6889142033758495
0.435414711033302,3.2202059786521353
0.4577388402534093,3.190689216729273
0.4812077553282224,2.7914158079394666
0.5058810302051732,2.5883120061818357
0.5318182388316939,2.17862182719062
0.5590837854752781,2.1213373301394856
0.5877485148301695,1.9182335283818543
0.6178832715906116,1.7099136024669062
0.6495637307709095,1.687346513382725
0.6828671774920563,1.3714072662041883
0.7178789474084812,1.277671812504736
0.7546843761746141,1.157886694245149
0.7933784600850086,0.987766751773108
0.8340561954342182,0.913115811681883
0.8768190189435459,0.8176313311878407
0.9217748077610444,0.7603468341367058
0.9690346592481405,0.6475113887157998
1.0187177212996983,0.6058443079101649
1.0709495822373314,0.5086417568479852
1.1258574404893398,0.48259209228785016
1.1835813753375235,0.3905901872697617
1.2442646862770563,0.38712308990703426
1.3080603334432366,0.32288892001721803
1.3751261072914247,0.29685473357030945
1.445629458917105,0.25172055540194704
1.5197491101625735,0.22740443952317566
1.5976686131901878,0.20310380175763076
1.6795827909091174,0.15276897754517724
1.7656912965485936,0.15623607490790467
1.8562275955782819,0.14061865866240478
1.9514010018675387,0.0920019050180885
2.0514530314194652,0.08506771029263364
2.1566252002371655,0.0746509400912249
2.2671912264574874,0.06770126725254359
2.383440929284155,0.04513417816836239
2.5056480268540176,0.026034186446908622
2.634102338370798,0.038184505329681075
2.769158087305713,0.03471740796695365
2.911137294996233,0.038184505329681075
3.0603941849135747,0.022567089084181195
3.2173151826627024,0.017366443040090055
3.382270612781707,0.012150318882772454
3.555679103009298,0.0017335486813637132
3.7379753821510615,0.0034670973627274264
3.9296263811463277,0.0
4.131099030934429,0.0034670973627274264
4.342908565655318,0.008683221520045028
4.5655702194489445,0.0
4.799663630722756,0.0017335486813637132
5.045736235750451,0.0017335486813637132
5.304448178273843,0.0
5.576411298834127,0.0017335486813637132
5.862317943306859,0.0
6.162892659701352,0.0034670973627274264
6.478859996026909,0.0
6.811041106694081,0.0
7.160257146113414,0.0
7.527361470829207,0.0
7.913304043786995,0.0
8.319018726865439,0.0
8.745552089411317,0.0
9.19395070077141,0.0
9.665325534559985,0.0
10.160884170792558,0.0
10.68183418948464,0.0
11.229511979186732,0.0
11.805253928449332,0.0
