4.760000000000000000e+06 3.595770499999999981e+00
4.760001000000000000e+06 3.656825115999999820e+00
4.760002000000000000e+06 4.017716068999999557e+00
4.760003000000000000e+06 4.327495468000000400e+00
4.760004000000000000e+06 4.351987220999999906e+00
4.760005000000000000e+06 4.150528096000000389e+00
4.760006000000000000e+06 3.766280043000000077e+00
4.760007000000000000e+06 3.725422460999999963e+00
4.760008000000000000e+06 3.770097192000000152e+00
4.760009000000000000e+06 3.634382696999999940e+00
4.760010000000000000e+06 3.371401523999999927e+00
4.760011000000000000e+06 3.116042864999999829e+00
4.760012000000000000e+06 2.902373966999999944e+00
4.760013000000000000e+06 2.747557565000000146e+00
4.760014000000000000e+06 2.643297555999999826e+00
4.760015000000000000e+06 2.579824474000000034e+00
4.760016000000000000e+06 2.494764156000000010e+00
4.760017000000000000e+06 2.350648006000000123e+00
4.760018000000000000e+06 2.463490419999999848e+00
4.760019000000000000e+06 2.581868517000000196e+00
4.760020000000000000e+06 2.576019347999999987e+00
4.760021000000000000e+06 2.480937910999999829e+00
4.760022000000000000e+06 2.379641798999999835e+00
4.760023000000000000e+06 2.322093387999999869e+00
4.760024000000000000e+06 2.220978156999999786e+00
4.760025000000000000e+06 2.134385524999999895e+00
4.760026000000000000e+06 2.134369750999999926e+00
4.760027000000000000e+06 2.002405045000000161e+00
4.760028000000000000e+06 1.920201384999999927e+00
4.760029000000000000e+06 1.801570150000000092e+00
4.760030000000000000e+06 1.705556338000000061e+00
4.760031000000000000e+06 1.636755635000000098e+00
4.760032000000000000e+06 1.589215782999999993e+00
4.760033000000000000e+06 1.577369747999999960e+00
4.760034000000000000e+06 1.621531878000000093e+00
4.760035000000000000e+06 1.640147607000000063e+00
4.760036000000000000e+06 1.727180477999999964e+00
4.760037000000000000e+06 1.619735555000000105e+00
4.760038000000000000e+06 1.566601061999999933e+00
4.760039000000000000e+06 1.503737727000000080e+00
4.760040000000000000e+06 1.492023072000000061e+00
4.760041000000000000e+06 1.466788651000000110e+00
4.760042000000000000e+06 1.438502047999999922e+00
4.760043000000000000e+06 1.408100681000000076e+00
4.760044000000000000e+06 1.373344880000000101e+00
4.760045000000000000e+06 1.343260617000000101e+00
4.760046000000000000e+06 1.299636406999999938e+00
4.760047000000000000e+06 1.352134087999999901e+00
4.760048000000000000e+06 1.334700438999999905e+00
4.760049000000000000e+06 1.366424319999999915e+00
4.760050000000000000e+06 1.297034366000000105e+00
4.760051000000000000e+06 1.299328583999999953e+00
4.760052000000000000e+06 1.265077197999999958e+00
4.760053000000000000e+06 1.279549019000000065e+00
4.760054000000000000e+06 1.296542778999999923e+00
4.760055000000000000e+06 1.343539590000000006e+00
4.760056000000000000e+06 1.395910954999999953e+00
4.760057000000000000e+06 1.486129327000000000e+00
4.760058000000000000e+06 1.621661707999999980e+00
4.760059000000000000e+06 1.661952322000000093e+00
4.760060000000000000e+06 1.711172212999999998e+00
4.760061000000000000e+06 1.730022685000000005e+00
4.760062000000000000e+06 1.647107504999999916e+00
4.760063000000000000e+06 1.580601783000000093e+00
4.760064000000000000e+06 1.642443518999999963e+00
4.760065000000000000e+06 1.724048859000000045e+00
4.760066000000000000e+06 1.943447136000000075e+00
4.760067000000000000e+06 2.081599789999999839e+00
4.760068000000000000e+06 2.087879395999999943e+00
4.760069000000000000e+06 2.030151722999999908e+00
4.760070000000000000e+06 1.904125352000000104e+00
4.760071000000000000e+06 1.778013191999999965e+00
4.760072000000000000e+06 1.729572118999999963e+00
4.760073000000000000e+06 1.704692864000000085e+00
4.760074000000000000e+06 1.619392015000000073e+00
4.760075000000000000e+06 1.596153442999999950e+00
4.760076000000000000e+06 1.560132437000000039e+00
4.760077000000000000e+06 1.552461861999999915e+00
4.760078000000000000e+06 1.576259928999999893e+00
4.760079000000000000e+06 1.671044986999999926e+00
4.760080000000000000e+06 1.676857602999999974e+00
4.760081000000000000e+06 1.581448256999999913e+00
